rx, ry, vx, vy
-0.633868, -2.590698, -0.126774, -0.518140
13.025043, -8.800000, 1.066028, -1.682068
-1.935217, 17.841199, 1.020931, 1.374495
-3.953292, 2.330840, 1.099572, 0.352569
-2.957929, -14.859186, -0.446291, -0.162562
-12.456918, 7.417528, -0.500361, -0.511930
0.724260, -22.929864, 0.712030, -2.013772
-4.020496, -5.406211, -1.847359, 0.493130
1.007325, 11.006042, 0.033419, 0.985148
4.762225, -9.943809, -0.412248, -1.011539
-21.479809, 9.639234, -2.174916, 0.646655
6.342809, -3.965718, 0.459042, -0.150727
2.745563, 13.212931, -0.179105, 0.108938
-15.991449, -1.980294, -0.628971, 0.028516
-8.919383, 5.743610, -0.219808, 0.867298
8.591854, 12.306270, -0.648823, 0.330550
-0.166995, 2.343147, 0.756243, 2.030712
8.427168, -10.021258, 1.575029, 0.092314
-0.751368, -13.850429, -0.283925, -1.524713
-0.784216, -2.839407, 0.398565, -0.153738
-7.782491, 5.302960, 1.046227, 0.448972
14.807844, -5.619888, 1.225873, 0.968439
-7.674408, 8.936212, -1.586748, -0.170141
2.797676, -1.164803, -0.987584, -1.188999
-4.693268, -14.846686, -1.515048, -1.536301
-1.768027, -1.392155, -0.217600, 1.069572
3.746833, 3.325427, -1.061968, -0.074609
17.946580, 6.425229, 0.784386, 0.066124
10.189499, 13.497269, 0.374621, 0.028335
10.209379, 1.344753, 0.009057, -1.211542
7.369850, 7.018979, -1.111293, 0.708647
8.018187, 12.496439, 2.341554, 0.414515
-17.937972, 9.996419, -0.976857, -0.135797
-16.909200, -11.629767, -0.665426, -0.293669
15.515276, 8.013888, 0.601463, 1.363652
16.364638, 5.013759, 2.106408, -0.614649
-12.764169, 6.386972, -0.945415, 1.438397
10.511697, -11.133198, 0.441504, 0.157201
-2.122508, 4.670646, 0.396296, -0.257524
-1.188764, -16.960352, 0.088270, -0.761762
3.275726, 7.941642, -0.927559, -0.152779
0.439529, -14.223006, 1.450446, -0.484497
-2.124042, 5.808861, 1.125946, -0.669009
-3.485987, -8.228257, -0.011961, -1.733805
11.236240, 8.743594, -0.168807, 1.455387
6.766362, -2.420907, 0.032798, -0.477934
-5.715973, -3.169085, -0.140944, -0.277424
5.929341, 2.140212, 1.651450, 0.517294
7.731842, -6.051166, -1.170489, 0.125264
7.347126, 7.987981, 1.129370, -0.665223
1.326200, -7.795512, 1.565935, -0.650576
-15.777789, -7.650479, -0.450318, -0.204895
11.609422, -2.675107, -0.239013, 0.483823
5.722922, 13.274028, -0.749109, 0.093311
10.848784, 2.933287, -0.473513, -0.179232
13.407928, -15.224300, 0.888476, -0.450561
10.447903, -0.842399, 0.634162, 0.236808
-11.282669, -1.990286, 0.013506, 0.313424
-16.627846, 12.362715, -0.693591, -0.177611
-5.703172, -3.831038, 0.599263, 0.755397
6.715290, 7.353464, 0.218585, 1.102081
-0.304068, -3.937391, -0.938510, 0.291825
2.913792, -7.742499, -0.348771, 0.359560
-0.760258, 7.076768, -0.712243, -0.799255
-3.086277, -0.354440, 0.322920, 0.868715
5.080005, 10.378905, -0.708302, 0.717984
4.952170, -6.685326, 0.294148, 0.671463
14.290476, -8.438781, 0.757151, -1.221831
9.892529, 11.477539, -0.054750, 0.384695
-1.422398, 3.971186, -0.543531, 0.334750
-16.943755, -13.127986, -0.919182, -1.721910
-15.257968, -13.986730, -0.597728, -0.277636
1.400754, 5.796106, -0.084416, 0.251185
-6.168034, -13.199969, 0.580217, -0.113792
0.684939, 3.340477, 0.595177, 1.468621
6.666043, -10.860533, -1.117434, -0.407366
-11.351158, 6.033231, 0.346471, 0.825381
10.261202, -8.661366, -0.498403, 0.312123
5.908195, -10.950615, -0.589853, -1.729571
-8.798518, -2.242544, -0.067595, 0.825814
