rx, ry, vx, vy
-0.380321, -1.554419, -0.126774, -0.518140
10.892988, -5.435864, 1.066028, -1.682068
-3.977080, 15.092208, 1.020931, 1.374495
-6.152436, 1.625703, 1.099572, 0.352569
-2.065348, -14.534061, -0.446291, -0.162562
-11.456195, 8.441388, -0.500361, -0.511930
-0.699800, -18.902321, 0.712030, -2.013772
-0.325779, -6.392471, -1.847359, 0.493130
0.940487, 9.035746, 0.033419, 0.985148
5.586720, -7.920730, -0.412248, -1.011539
-17.129977, 8.345924, -2.174916, 0.646655
5.424725, -3.664265, 0.459042, -0.150727
3.103774, 12.995055, -0.179105, 0.108938
-14.733507, -2.037326, -0.628971, 0.028516
-8.479768, 4.009013, -0.219808, 0.867298
9.889500, 11.645170, -0.648823, 0.330550
-1.679480, -1.718278, 0.756243, 2.030712
5.277110, -10.205886, 1.575029, 0.092314
-0.183519, -10.801003, -0.283925, -1.524713
-1.581345, -2.531932, 0.398565, -0.153738
-9.874945, 4.405016, 1.046227, 0.448972
12.356098, -7.556767, 1.225873, 0.968439
-4.500913, 9.276494, -1.586748, -0.170141
4.772844, 1.213195, -0.987584, -1.188999
-1.663173, -11.774084, -1.515048, -1.536301
-1.332827, -3.531300, -0.217600, 1.069572
5.870768, 3.474645, -1.061968, -0.074609
16.377809, 6.292980, 0.784386, 0.066124
9.440257, 13.440599, 0.374621, 0.028335
10.189751, 3.771877, 0.020021, -1.242417
9.593949, 5.597644, -1.122257, 0.739522
3.335079, 11.667410, 2.341554, 0.414515
-15.984259, 10.268014, -0.976857, -0.135797
-15.578349, -11.042430, -0.665426, -0.293669
14.727818, 5.576656, 0.271116, 0.984525
11.736354, 5.952985, 2.436754, -0.235522
-10.873340, 3.510179, -0.945415, 1.438397
9.628690, -11.447601, 0.441504, 0.157201
-2.915099, 5.185694, 0.396296, -0.257524
-1.365305, -15.436828, 0.088270, -0.761762
5.130843, 8.247199, -0.927559, -0.152779
-2.461364, -13.254012, 1.450446, -0.484497
-4.375934, 7.146880, 1.125946, -0.669009
-3.462065, -4.760647, -0.011961, -1.733805
11.573854, 5.832821, -0.168807, 1.455387
6.700766, -1.465039, 0.032798, -0.477934
-5.434085, -2.614236, -0.140944, -0.277424
2.626440, 1.105624, 1.651450, 0.517294
10.072820, -6.301695, -1.170489, 0.125264
5.088386, 9.318426, 1.129370, -0.665223
-1.805670, -6.494360, 1.565935, -0.650576
-14.877152, -7.240689, -0.450318, -0.204895
12.087448, -3.642753, -0.239013, 0.483823
7.221141, 13.087406, -0.749109, 0.093311
11.795810, 3.291752, -0.473513, -0.179232
11.630977, -14.323178, 0.888476, -0.450561
9.179578, -1.316016, 0.634162, 0.236808
-11.309682, -2.617134, 0.013506, 0.313424
-15.240665, 12.717937, -0.693591, -0.177611
-6.901697, -5.341832, 0.599263, 0.755397
6.278120, 5.149302, 0.218585, 1.102081
1.572951, -4.521042, -0.938510, 0.291825
3.611335, -8.461620, -0.348771, 0.359560
0.664229, 8.675278, -0.712243, -0.799255
-3.732117, -2.091871, 0.322920, 0.868715
6.496609, 8.942936, -0.708302, 0.717984
4.363873, -8.028251, 0.294148, 0.671463
12.776175, -5.995119, 0.757151, -1.221831
10.002030, 10.708148, -0.054750, 0.384695
-0.335337, 3.301687, -0.543531, 0.334750
-15.026942, -9.747798, -0.966107, -1.681149
-14.140960, -13.367825, -0.550803, -0.318397
1.569585, 5.293736, -0.084416, 0.251185
-7.328468, -12.972384, 0.580217, -0.113792
-0.505415, 0.403235, 0.595177, 1.468621
8.900910, -10.045800, -1.117434, -0.407366
-12.044099, 4.382469, 0.346471, 0.825381
11.258008, -9.285612, -0.498403, 0.312123
7.087902, -7.491473, -0.589853, -1.729571
-8.663328, -3.894171, -0.067595, 0.825814
