rx, ry, vx, vy
-0.760642, -3.108837, -0.126774, -0.518140
14.091071, -10.482068, 1.066028, -1.682068
-0.914286, 19.215694, 1.020931, 1.374495
-2.853720, 2.683409, 1.099572, 0.352569
-3.404220, -15.021748, -0.446291, -0.162562
-12.957279, 6.905598, -0.500361, -0.511930
1.436290, -24.943636, 0.712030, -2.013772
-5.867855, -4.913081, -1.847359, 0.493130
1.040744, 11.991191, 0.033419, 0.985148
4.349977, -10.955348, -0.412248, -1.011539
-23.654725, 10.285889, -2.174916, 0.646655
6.801851, -4.116445, 0.459042, -0.150727
2.566458, 13.321870, -0.179105, 0.108938
-16.620420, -1.951778, -0.628971, 0.028516
-9.139190, 6.610908, -0.219808, 0.867298
7.943030, 12.636820, -0.648823, 0.330550
0.589248, 4.373859, 0.756243, 2.030712
10.002197, -9.928944, 1.575029, 0.092314
-1.035293, -15.375143, -0.283925, -1.524713
-0.385651, -2.993145, 0.398565, -0.153738
-6.736264, 5.751932, 1.046227, 0.448972
16.033717, -4.651449, 1.225873, 0.968439
-9.261155, 8.766072, -1.586748, -0.170141
1.810092, -2.353802, -0.987584, -1.188999
-6.208316, -16.382986, -1.515048, -1.536301
-1.985627, -0.322582, -0.217600, 1.069572
2.684865, 3.250817, -1.061968, -0.074609
18.730966, 6.491353, 0.784386, 0.066124
10.564120, 13.525605, 0.374621, 0.028335
10.218437, 0.133211, 0.009057, -1.211542
6.258557, 7.727626, -1.111293, 0.708647
10.359742, 12.910954, 2.341554, 0.414515
-18.914829, 9.860622, -0.976857, -0.135797
-17.574626, -11.923436, -0.665426, -0.293669
16.116739, 9.377541, 0.601463, 1.363652
18.471046, 4.399110, 2.106408, -0.614649
-13.709584, 7.825369, -0.945415, 1.438397
10.953201, -10.975996, 0.441504, 0.157201
-1.726212, 4.413122, 0.396296, -0.257524
-1.100494, -17.722113, 0.088270, -0.761762
2.348168, 7.788863, -0.927559, -0.152779
1.889975, -14.707504, 1.450446, -0.484497
-0.998096, 5.139852, 1.125946, -0.669009
-3.497948, -9.962061, -0.011961, -1.733805
11.067434, 10.198980, -0.168807, 1.455387
6.799160, -2.898841, 0.032798, -0.477934
-5.856916, -3.446509, -0.140944, -0.277424
7.580792, 2.657507, 1.651450, 0.517294
6.561353, -5.925902, -1.170489, 0.125264
8.476496, 7.322759, 1.129370, -0.665223
2.892135, -8.446087, 1.565935, -0.650576
-16.228108, -7.855375, -0.450318, -0.204895
11.370409, -2.191284, -0.239013, 0.483823
4.973812, 13.367340, -0.749109, 0.093311
10.375271, 2.754054, -0.473513, -0.179232
14.296404, -15.674862, 0.888476, -0.450561
11.082065, -0.605591, 0.634162, 0.236808
-11.269163, -1.676862, 0.013506, 0.313424
-17.321437, 12.185104, -0.693591, -0.177611
-5.103909, -3.075640, 0.599263, 0.755397
6.933875, 8.455546, 0.218585, 1.102081
-1.242578, -3.645565, -0.938510, 0.291825
2.565021, -7.382939, -0.348771, 0.359560
-1.472501, 6.277513, -0.712243, -0.799255
-2.763357, 0.514276, 0.322920, 0.868715
4.371702, 11.096889, -0.708302, 0.717984
5.246318, -6.013863, 0.294148, 0.671463
15.047627, -9.660612, 0.757151, -1.221831
9.837778, 11.862234, -0.054750, 0.384695
-1.965929, 4.305936, -0.543531, 0.334750
-17.785837, -14.865612, -0.768555, -1.734577
-15.932795, -14.248650, -0.748355, -0.264969
1.316339, 6.047291, -0.084416, 0.251185
-5.587816, -13.313762, 0.580217, -0.113792
1.280116, 4.809099, 0.595177, 1.468621
5.548609, -11.267899, -1.117434, -0.407366
-11.004687, 6.858612, 0.346471, 0.825381
9.762799, -8.349242, -0.498403, 0.312123
5.318342, -12.680185, -0.589853, -1.729571
-8.866114, -1.416730, -0.067595, 0.825814
