rx, ry, vx, vy
-0.253547, -1.036279, -0.126774, -0.518140
9.826960, -3.753797, 1.066028, -1.682068
-4.998012, 13.717713, 1.020931, 1.374495
-7.252008, 1.273134, 1.099572, 0.352569
-1.619058, -14.371498, -0.446291, -0.162562
-10.955834, 8.953317, -0.500361, -0.511930
-1.411829, -16.888549, 0.712030, -2.013772
1.521580, -6.885601, -1.847359, 0.493130
0.907068, 8.050597, 0.033419, 0.985148
5.998968, -6.909190, -0.412248, -1.011539
-14.955061, 7.699269, -2.174916, 0.646655
4.965684, -3.513538, 0.459042, -0.150727
3.282879, 12.886117, -0.179105, 0.108938
-14.104535, -2.065842, -0.628971, 0.028516
-8.259960, 3.141715, -0.219808, 0.867298
10.538323, 11.314620, -0.648823, 0.330550
-2.435722, -3.748990, 0.756243, 2.030712
3.702081, -10.298200, 1.575029, 0.092314
0.100406, -9.276289, -0.283925, -1.524713
-1.979910, -2.378194, 0.398565, -0.153738
-10.921172, 3.956045, 1.046227, 0.448972
11.130225, -8.525206, 1.225873, 0.968439
-2.914165, 9.446635, -1.586748, -0.170141
5.760428, 2.402194, -0.987584, -1.188999
-0.148125, -10.237784, -1.515048, -1.536301
-1.115227, -4.600872, -0.217600, 1.069572
6.932735, 3.549254, -1.061968, -0.074609
15.593423, 6.226856, 0.784386, 0.066124
9.065636, 13.412264, 0.374621, 0.028335
10.302204, 3.763276, -0.229617, 0.820743
10.583732, 6.109140, -0.872618, -1.323637
0.993524, 11.252895, 2.341554, 0.414515
-15.007402, 10.403812, -0.976857, -0.135797
-14.912923, -10.748761, -0.665426, -0.293669
14.456702, 4.592132, 0.271116, 0.984525
9.299600, 6.188506, 2.436754, -0.235522
-9.927925, 2.071782, -0.945415, 1.438397
9.187186, -11.604802, 0.441504, 0.157201
-3.311395, 5.443218, 0.396296, -0.257524
-1.453575, -14.675066, 0.088270, -0.761762
6.058402, 8.399978, -0.927559, -0.152779
-3.911811, -12.769514, 1.450446, -0.484497
-5.501880, 7.815890, 1.125946, -0.669009
-3.450104, -3.026843, -0.011961, -1.733805
11.742660, 4.377434, -0.168807, 1.455387
6.667967, -0.987105, 0.032798, -0.477934
-5.293142, -2.336812, -0.140944, -0.277424
0.974990, 0.588330, 1.651450, 0.517294
11.243309, -6.426959, -1.170489, 0.125264
3.959016, 9.983649, 1.129370, -0.665223
-3.371605, -5.843784, 1.565935, -0.650576
-14.426834, -7.035793, -0.450318, -0.204895
12.326461, -4.126575, -0.239013, 0.483823
7.970250, 12.994094, -0.749109, 0.093311
12.269323, 3.470984, -0.473513, -0.179232
10.742502, -13.872617, 0.888476, -0.450561
8.545415, -1.552824, 0.634162, 0.236808
-11.323188, -2.930559, 0.013506, 0.313424
-14.547074, 12.895548, -0.693591, -0.177611
-7.500959, -6.097230, 0.599263, 0.755397
6.059535, 4.047221, 0.218585, 1.102081
2.511461, -4.812867, -0.938510, 0.291825
3.960106, -8.821180, -0.348771, 0.359560
1.376473, 9.474532, -0.712243, -0.799255
-4.055038, -2.960586, 0.322920, 0.868715
7.204911, 8.224952, -0.708302, 0.717984
4.069725, -8.699714, 0.294148, 0.671463
12.019024, -4.773288, 0.757151, -1.221831
10.056780, 10.323453, -0.054750, 0.384695
0.208194, 2.966937, -0.543531, 0.334750
-14.060835, -8.066649, -0.966107, -1.681149
-13.590157, -13.049428, -0.550803, -0.318397
1.654001, 5.042551, -0.084416, 0.251185
-7.908686, -12.858592, 0.580217, -0.113792
-1.100592, -1.065387, 0.595177, 1.468621
10.018344, -9.638434, -1.117434, -0.407366
-12.390570, 3.557088, 0.346471, 0.825381
11.756411, -9.597736, -0.498403, 0.312123
7.677755, -5.761903, -0.589853, -1.729571
-8.595733, -4.719985, -0.067595, 0.825814
