rx, ry, vx, vy
-1.706332, -30.863554, -0.213292, -3.857944
5.904066, 33.457449, 1.581194, 4.572723
-11.793528, -12.469811, -0.286144, -0.503978
-40.534847, -0.080541, -4.326465, 1.520675
12.874252, 16.323243, 0.282145, 1.089147
18.577637, -46.129216, 0.636807, -5.322488
-17.796650, 27.765626, -0.640057, 4.048944
24.472367, 22.594500, 1.955701, 1.673727
21.319747, -4.421369, 1.596093, -1.749457
18.426684, -38.195360, 1.543104, -5.873305
20.201772, 67.888863, 0.948359, 6.747650
-26.121633, 12.228981, -2.221041, 1.383209
1.096677, 66.406073, 0.363942, 7.447901
38.461299, -23.630678, 5.339092, -1.491382
15.436170, -19.456722, 2.219654, -1.417172
34.392631, -22.071351, 3.378655, -2.230015
-0.142152, -6.311683, -0.196857, 0.933692
-0.790017, -37.997794, -1.587238, -3.316940
-9.702291, 9.319142, -1.059876, 2.335967
-43.012791, -8.284372, -4.099326, -1.205695
4.853209, 4.067946, 0.648207, -0.582710
8.418425, 57.022498, 2.493842, 5.520624
-43.991888, 13.807637, -4.202461, 2.447561
2.982309, -37.973213, -1.246413, -3.300439
-25.129733, -14.840240, -1.570359, -3.470924
-6.530234, 51.924896, 0.287690, 4.779523
-2.468393, 2.030103, 0.821922, 0.980407
-22.350610, 47.034411, -2.287576, 5.194216
19.115499, 28.815849, 3.502736, 2.314172
-0.852276, -11.240222, -1.018893, -1.416672
15.873888, -30.086933, 0.451550, -3.734716
-13.001125, 5.192333, -1.159888, 0.259496
32.952899, -42.263455, 2.589187, -4.724089
9.744188, 28.167675, 0.649973, 2.143855
3.379633, -28.193020, 1.488906, -4.011585
-39.995560, 15.135090, -4.050154, 2.636109
-13.425113, -69.879572, -2.209959, -8.056255
-33.897451, -43.423654, -5.574446, -3.673475
53.225518, -14.717972, 7.399422, -0.606862
-25.385541, 34.111778, -2.227734, 2.516504
40.648941, 23.017262, 4.181822, 1.225113
15.262102, -12.511790, 2.583009, -2.353135
-29.691226, 4.117377, -3.573464, 0.227107
-0.695019, 15.433164, 0.487863, 3.670974
-13.208211, 3.366967, -0.973689, 1.449907
24.037231, 10.964616, 2.223213, 2.446771
-10.602396, -5.037556, -1.978917, -1.088174
-22.326856, 4.094286, -1.072545, 1.720248
-29.265213, -2.844243, -3.521132, 1.403898
41.457403, 24.047968, 3.808640, 2.349039
16.791481, -3.858996, 0.879227, -0.806141
-11.951836, 6.952887, -2.209963, 0.142280
11.672273, -23.767838, 1.639929, -4.330817
-5.594359, 11.049155, 0.073039, 1.227108
30.007889, 3.215455, 3.430023, 1.664134
-0.678283, -15.358705, -1.099526, -0.442087
4.957248, 27.774204, 2.083441, 2.907317
14.973654, 10.241367, 3.336330, 0.184811
-20.232845, 16.758927, -1.114324, 1.778007
-12.457182, -23.179289, -0.817347, -2.626094
-27.784095, -6.246740, -1.903232, -0.785166
-16.483824, -6.565880, -0.445252, 0.845349
11.715189, -24.058924, 0.690488, -4.565703
-10.346524, -18.164401, -0.031444, -0.650283
29.392044, 24.177439, 3.277293, 1.771205
10.311175, 14.891366, 0.929446, 1.752184
-10.698981, -22.534704, -0.413938, -3.034150
-11.824876, 11.449589, -2.355285, 0.439330
-29.210600, -30.516688, -2.611825, -2.218813
8.284218, 7.941843, 1.159397, 2.432249
-17.876556, -27.066918, -2.042555, -1.865184
-17.200992, -24.714274, -2.605296, -3.368721
-13.745973, 23.593324, -3.145113, 2.793249
-26.734973, 3.989755, -4.431496, 1.039379
3.021918, -33.398058, 1.035485, -5.552356
14.929411, 31.924021, 0.841976, 2.296177
26.567219, -7.160279, 2.486946, -0.237838
49.706656, -20.909596, 4.651321, -1.525476
-27.384828, 0.009299, -3.858060, 1.390479
12.175803, -21.194572, 0.405514, -1.706175
