rx, ry, vx, vy
-1.279749, -23.147665, -0.213292, -3.857944
2.741678, 24.312003, 1.581194, 4.572723
-11.221240, -11.461855, -0.286144, -0.503978
-31.881917, -3.121891, -4.326465, 1.520675
12.309962, 14.144949, 0.282145, 1.089147
17.304023, -35.484241, 0.636807, -5.322488
-16.516535, 19.667738, -0.640057, 4.048944
20.560966, 19.247047, 1.955701, 1.673727
18.127561, -0.922456, 1.596093, -1.749457
15.340476, -26.448750, 1.543104, -5.873305
18.305053, 54.393563, 0.948359, 6.747650
-21.679552, 9.462564, -2.221041, 1.383209
0.368794, 51.510272, 0.363942, 7.447901
27.783115, -20.647913, 5.339092, -1.491382
10.996862, -16.622377, 2.219654, -1.417172
27.635321, -17.611322, 3.378655, -2.230015
0.251563, -8.179067, -0.196857, 0.933692
2.384459, -31.363913, -1.587238, -3.316940
-7.582538, 4.647209, -1.059876, 2.335967
-34.814139, -5.872982, -4.099326, -1.205695
3.556795, 5.233366, 0.648207, -0.582710
3.430742, 45.981249, 2.493842, 5.520624
-35.586966, 8.912514, -4.202461, 2.447561
5.475135, -31.372335, -1.246413, -3.300439
-21.989014, -7.898393, -1.570359, -3.470924
-7.105614, 42.365850, 0.287690, 4.779523
-4.112237, 0.069289, 0.821922, 0.980407
-17.775457, 36.645978, -2.287576, 5.194216
12.110028, 24.187505, 3.502736, 2.314172
1.185509, -8.406879, -1.018893, -1.416672
14.970787, -22.617502, 0.451550, -3.734716
-10.681349, 4.673341, -1.159888, 0.259496
27.774526, -32.815277, 2.589187, -4.724089
8.444243, 23.879964, 0.649973, 2.143855
0.401821, -20.169850, 1.488906, -4.011585
-31.895251, 9.862871, -4.050154, 2.636109
-9.005196, -53.767062, -2.209959, -8.056255
-22.748560, -36.076703, -5.574446, -3.673475
38.426675, -13.504248, 7.399422, -0.606862
-20.930072, 29.078771, -2.227734, 2.516504
32.285297, 20.567037, 4.181822, 1.225113
10.096084, -7.805520, 2.583009, -2.353135
-22.544297, 3.663162, -3.573464, 0.227107
-1.670746, 8.091216, 0.487863, 3.670974
-11.260832, 0.467153, -0.973689, 1.449907
19.590804, 6.071075, 2.223213, 2.446771
-6.644561, -2.861208, -1.978917, -1.088174
-20.181767, 0.653790, -1.072545, 1.720248
-22.222950, -5.652039, -3.521132, 1.403898
33.840123, 19.349891, 3.808640, 2.349039
15.033027, -2.246714, 0.879227, -0.806141
-7.531910, 6.668327, -2.209963, 0.142280
8.392415, -15.106205, 1.639929, -4.330817
-5.740437, 8.594938, 0.073039, 1.227108
23.147844, -0.112813, 3.430023, 1.664134
1.520770, -14.474530, -1.099526, -0.442087
0.790366, 21.959570, 2.083441, 2.907317
8.300993, 9.871746, 3.336330, 0.184811
-18.004196, 13.202914, -1.114324, 1.778007
-10.822487, -17.927101, -0.817347, -2.626094
-23.977632, -4.676407, -1.903232, -0.785166
-15.593321, -8.256579, -0.445252, 0.845349
10.334213, -14.927517, 0.690488, -4.565703
-10.283637, -16.863836, -0.031444, -0.650283
22.837457, 20.635029, 3.277293, 1.771205
8.452283, 11.386999, 0.929446, 1.752184
-9.871105, -16.466403, -0.413938, -3.034150
-7.114306, 10.570928, -2.355285, 0.439330
-23.986950, -26.079062, -2.611825, -2.218813
5.965423, 3.077345, 1.159397, 2.432249
-13.789302, -23.329244, -2.043704, -1.869097
-11.992544, -17.984137, -2.604147, -3.364809
-7.455746, 18.006825, -3.145113, 2.793249
-17.871982, 1.910997, -4.431496, 1.039379
0.950947, -22.293347, 1.035485, -5.552356
13.245458, 27.331667, 0.841976, 2.296177
21.593327, -6.684603, 2.486946, -0.237838
40.404013, -17.858644, 4.651321, -1.525476
-19.668707, -2.771659, -3.858060, 1.390479
11.364775, -17.782222, 0.405514, -1.706175
