Ra, Rb
1.235015, 0.175714
1.236438, 0.175815
1.237861, 0.175916
1.239284, 0.176017
1.240708, 0.176118
1.242131, 0.176219
1.243555, 0.176320
1.244979, 0.176421
1.246402, 0.176522
1.247826, 0.176623
1.249250, 0.176724
1.250675, 0.176824
1.252099, 0.176925
1.253523, 0.177026
1.254948, 0.177126
1.256372, 0.177227
1.257797, 0.177327
1.259222, 0.177428
1.260647, 0.177528
1.262072, 0.177628
1.263497, 0.177729
1.264922, 0.177829
1.266347, 0.177929
1.267773, 0.178029
1.269198, 0.178129
1.270624, 0.178229
1.272050, 0.178329
1.273476, 0.178429
1.274902, 0.178529
1.276328, 0.178629
1.277754, 0.178728
1.279180, 0.178828
1.280607, 0.178928
1.282033, 0.179027
1.283460, 0.179127
1.284886, 0.179227
1.286313, 0.179326
1.287740, 0.179425
1.289167, 0.179525
1.290594, 0.179624
1.292021, 0.179724
1.293449, 0.179823
1.294876, 0.179922
1.296304, 0.180021
1.297731, 0.180120
1.299159, 0.180219
1.300587, 0.180318
1.302015, 0.180417
1.303443, 0.180516
1.304871, 0.180615
1.306299, 0.180714
1.307727, 0.180813
1.309155, 0.180911
1.310584, 0.181010
1.312012, 0.181109
1.313441, 0.181207
1.314870, 0.181306
1.316299, 0.181404
1.317727, 0.181503
1.319156, 0.181601
1.320585, 0.181699
1.322015, 0.181798
1.323444, 0.181896
1.324873, 0.181994
1.326302, 0.182092
1.327732, 0.182190
1.329161, 0.182288
1.330591, 0.182386
1.332021, 0.182484
1.333450, 0.182582
1.334880, 0.182680
1.336310, 0.182778
1.337740, 0.182876
1.339170, 0.182973
1.340600, 0.183071
1.342030, 0.183169
1.343460, 0.183266
1.344890, 0.183364
1.346321, 0.183461
1.347751, 0.183559
1.349181, 0.183656
1.350612, 0.183753
1.352042, 0.183851
1.353473, 0.183948
1.354903, 0.184045
1.356334, 0.184142
1.357764, 0.184239
1.359195, 0.184336
1.360626, 0.184433
1.362057, 0.184530
1.363487, 0.184627
1.364918, 0.184724
1.366349, 0.184821
1.367780, 0.184918
1.369211, 0.185014
1.370641, 0.185111
1.372072, 0.185207
1.373503, 0.185304
1.374934, 0.185401
1.376365, 0.185497
1.377796, 0.185593
1.379227, 0.185690
1.380657, 0.185786
1.382088, 0.185882
