rx, ry, vx, vy
1.569348, -0.914178, 1.569348, -0.914178
4.989617, -1.623720, -0.885134, 0.504352
4.287496, 1.440968, 0.809452, 0.722294
8.674574, -13.560015, 0.342299, 0.682609
4.895516, -12.162365, -2.003882, 0.616056
-5.525065, 8.319137, 1.188906, -1.362766
9.854475, 8.330713, 0.115974, -1.072026
1.751681, 11.973018, -1.804678, 0.184111
-11.393710, 0.656155, -0.307841, 0.236804
6.145676, -13.469368, 0.240294, 1.720222
-0.191423, -13.172241, -0.955078, 0.158344
-13.824706, -12.980198, 0.340869, 0.797459
-0.901006, 1.806791, -0.769544, -1.393467
-11.901371, 2.639763, -0.289298, 0.190731
-13.512998, 5.721910, 0.178013, -1.910710
2.707357, 2.700127, -0.303279, -2.600797
-10.861528, -7.707012, 0.082200, 0.255222
10.524235, -8.562689, -0.096803, -0.026261
-8.289251, 13.220923, 1.148127, -0.923680
-5.609109, -3.170649, 0.174656, 0.655910
11.104916, -9.426428, 0.196467, 0.974778
-7.445765, -7.152730, 0.537638, 0.605432
-12.070039, 8.712863, 0.072714, -0.319061
-11.882663, -5.268787, 0.802626, 0.207476
-3.518133, 4.054572, 0.684671, 1.500443
7.297811, 5.216912, -0.077148, 0.467218
4.224684, -8.424792, 0.160608, 0.444411
2.811671, -7.110694, -1.002421, 0.431980
-11.698175, -2.964665, -0.652156, -0.266968
2.188874, -5.286155, 1.753539, 0.276338
-13.297877, -1.070687, -0.639957, -0.943453
-14.101984, 5.641651, 0.411703, -1.618054
1.112530, -6.505824, 0.853700, 2.267862
11.298645, -3.380978, -1.908930, 0.419800
-4.459392, 7.735498, -0.350933, 0.202178
3.292749, -13.455454, 1.526211, 0.731381
4.709051, 0.675953, -0.090537, -1.927524
13.773196, 9.864597, 0.144418, 0.338943
-4.753410, -11.002965, -1.376826, -1.052148
-0.416819, 8.259725, 0.180011, 0.738741
-1.348140, 12.720229, 0.820394, 0.843560
10.247530, -11.963449, -0.527772, 0.344589
6.259959, 6.717683, -0.265178, -0.338199
-3.868312, -7.478543, 0.146299, -0.864393
3.417873, -9.479016, 0.276944, 1.293588
10.916136, 11.704730, 0.795223, 1.214879
-2.273024, 8.665757, 0.272771, -0.538126
-13.050390, -11.874658, -0.777963, -1.196214
12.807473, 1.845326, -0.675179, -1.721259
-14.061496, 12.371420, 0.259148, -0.814067
-6.242858, 11.839272, 1.333364, 0.587568
-9.478813, 3.795857, -0.599228, -0.371647
-6.024779, -3.952954, -2.138143, 0.704939
5.964964, -7.522800, 0.062899, -0.957962
-7.243570, 12.620535, 0.191473, -0.858044
7.785010, 9.625942, -0.451624, -0.676666
2.332298, -8.609225, 0.071615, -0.061521
-6.406224, -1.492268, -0.446134, 0.355376
-9.009946, 9.866097, -0.710998, 0.752894
-13.046418, -13.962043, -0.339541, 0.171317
-11.162889, -0.383765, -0.815009, 0.254056
-8.543472, -10.011019, 0.058316, -1.431964
-7.010563, 6.628413, 1.957274, 0.608072
10.020543, -10.705036, 0.241707, -0.451339
-4.489511, 14.141527, -0.050150, -0.577071
11.111266, -4.359189, -0.322036, 1.006828
-9.037057, -1.641754, 0.286572, 0.026464
-10.780215, 8.666082, 1.070673, 1.456384
4.363342, 9.613654, 1.098366, 0.078672
-7.719000, -1.316417, -0.665699, 0.977645
3.458865, -2.663560, -0.075868, -0.694624
9.023946, 8.310864, 0.317229, 0.515770
3.566019, -12.518425, -0.287886, 0.340539
-3.706957, -11.209356, 0.029922, 1.192829
-0.431939, 11.496270, 0.200240, -0.219798
5.890528, 2.875791, -1.008013, -0.198357
5.880599, 7.637646, -0.129612, -1.335608
2.949689, 4.158516, 0.602250, 0.009430
-9.234487, 3.585663, 0.711042, 0.020164
-3.292845, -8.376695, -0.517689, 0.551297
