Ta, Tb
0.941698, 1.156540
0.941603, 1.156540
0.941507, 1.156540
0.941411, 1.156540
0.941314, 1.156540
0.941216, 1.156540
0.941119, 1.156540
0.941021, 1.156540
0.940922, 1.156540
0.940823, 1.156540
0.940724, 1.156540
0.940625, 1.156540
0.940525, 1.156540
0.940426, 1.156540
0.940326, 1.156540
0.940226, 1.156540
0.940126, 1.156540
0.940026, 1.156540
0.939926, 1.156540
0.939826, 1.156540
0.939726, 1.156540
0.939626, 1.156540
0.939526, 1.156540
0.939426, 1.156540
0.939326, 1.156540
0.939227, 1.156540
0.939127, 1.156540
0.939028, 1.156540
0.938929, 1.156540
0.938830, 1.156540
0.938731, 1.156540
0.938633, 1.156540
0.938535, 1.156540
0.938437, 1.156540
0.938339, 1.156540
0.938242, 1.156540
0.938145, 1.156540
0.938048, 1.156540
0.937951, 1.156540
0.937855, 1.156540
0.937759, 1.156540
0.937664, 1.156540
0.937569, 1.156540
0.937474, 1.156540
0.937380, 1.156540
0.937286, 1.156540
0.937192, 1.156540
0.937099, 1.156540
0.937006, 1.156540
0.936914, 1.156540
0.936822, 1.156540
0.936731, 1.156540
0.936640, 1.156540
0.936549, 1.156540
0.936459, 1.156540
0.936369, 1.156540
0.936279, 1.156540
0.936191, 1.156540
0.936102, 1.156540
0.936014, 1.156540
0.935927, 1.156540
0.935839, 1.156540
0.935753, 1.156540
0.935667, 1.156540
0.935581, 1.156540
0.935496, 1.156540
0.935411, 1.156540
0.935327, 1.156540
0.935243, 1.156540
0.935159, 1.156540
0.935076, 1.156540
0.934994, 1.156540
0.934912, 1.156540
0.934830, 1.156540
0.934749, 1.156540
0.934669, 1.156540
0.934589, 1.156540
0.934509, 1.156540
0.934430, 1.156540
0.934351, 1.156540
0.934273, 1.156540
0.934195, 1.156540
0.934118, 1.156540
