rx, ry, vx, vy
12.301420, -12.921498, 1.133790, -1.380678
0.415467, 6.695159, -0.449577, 0.970852
11.572565, 7.941615, 0.809452, 0.722294
11.755269, -7.416532, 0.342299, 0.682609
-13.139424, -6.617865, -2.003882, 0.616056
5.175090, -3.945757, 1.188906, -1.362766
10.898238, -1.317524, 0.115974, -1.072026
13.793847, 13.630019, -1.804678, 0.184111
14.119996, 2.787387, -0.307841, 0.236804
8.308325, 2.012630, 0.240294, 1.720222
-8.787122, -11.747141, -0.955078, 0.158344
-10.756885, -5.803064, 0.340869, 0.797459
-7.826905, -10.734408, -0.769544, -1.393467
-5.695078, 0.893650, 0.840674, -0.263994
7.563411, -8.011790, -0.951959, -1.455985
-0.022155, 7.577226, -0.303279, -2.600797
-10.121727, -5.410010, 0.082200, 0.255222
9.653011, -8.799040, -0.096803, -0.026261
2.043889, 4.907799, 1.148127, -0.923680
-4.037203, 2.732543, 0.174656, 0.655910
12.873122, -0.653425, 0.196467, 0.974778
-2.607021, -1.703839, 0.537638, 0.605432
-11.415609, 5.841313, 0.072714, -0.319061
-4.659033, -3.401503, 0.802626, 0.207476
2.643909, -10.725709, 0.684671, 1.500443
6.603483, 9.421872, -0.077148, 0.467218
5.090051, -3.994793, 0.093471, 0.493907
-5.630017, -3.653181, -0.935285, 0.382484
-14.034413, -9.251448, 0.403860, -1.390273
-13.967820, 0.307458, 0.654290, 1.195970
9.347894, -8.784265, -0.596724, -0.739780
-10.396660, -8.920835, 0.411703, -1.618054
8.795826, 13.904936, 0.853700, 2.267862
-5.881726, 0.397222, -1.908930, 0.419800
-7.617789, 9.555097, -0.350933, 0.202178
-11.255621, -6.873023, 1.526211, 0.731381
3.894221, 11.612507, -0.090537, -1.927524
13.200956, 14.086794, -0.436531, 0.658310
13.011433, 6.640258, -0.795876, -1.371516
1.203282, -13.375881, 0.180011, 0.738741
4.738928, -7.519444, -0.268334, 1.182967
6.794057, -9.314709, 0.560955, 0.005182
3.873353, 3.673893, -0.265178, -0.338199
-2.551617, 13.026192, 0.146299, -0.864393
5.910368, 2.163278, 0.276944, 1.293588
-10.211124, -5.645629, 0.795223, 1.214879
0.181918, 3.822622, 0.272771, -0.538126
8.232218, 5.643684, -0.777963, -1.196214
6.730862, -13.646008, -0.675179, -1.721259
-11.729168, 5.044815, 0.259148, -0.814067
5.757419, -11.156889, 1.333364, 0.587568
13.412405, 0.451037, -0.599228, -0.371647
3.016210, 2.391495, -2.138143, 0.704939
6.531055, 12.139811, 0.062899, -0.957962
-5.520310, 4.898139, 0.191473, -0.858044
3.720398, 3.535950, -0.451624, -0.676666
2.976833, -9.162917, 0.071615, -0.061521
-10.421432, 1.706115, -0.446134, 0.355376
13.725294, -11.622940, -0.262493, 0.696376
11.332031, -12.439376, -0.788046, 0.227836
9.786301, 1.902738, -0.815009, 0.254056
-8.018632, 5.385576, 0.058316, -1.431964
10.605877, 12.101878, 1.964332, 0.614122
12.194934, 13.516365, 0.234649, -0.457389
-4.940863, 8.947886, -0.050150, -0.577071
8.212945, 4.702266, -0.322036, 1.006828
-6.457912, -1.403578, 0.286572, 0.026464
-1.144154, -6.510737, 1.070673, 1.456384
-14.035628, 10.321655, 1.098484, 0.077875
-13.710299, 7.482437, -0.665817, 0.978442
2.776054, -8.915172, -0.075868, -0.694624
11.879010, 12.952798, 0.317229, 0.515770
0.975041, -9.453570, -0.287886, 0.340539
-3.437656, -0.473896, 0.029922, 1.192829
1.370225, 9.518086, 0.200240, -0.219798
-2.996920, 1.504681, -0.980278, -0.136713
10.150893, -3.930273, 0.699160, -1.254626
2.748468, 3.376731, -0.254257, -0.133196
-2.835111, 3.767140, 0.711042, 0.020164
-7.952049, -3.415023, -0.517689, 0.551297
