rx, ry, vx, vy
6.632468, -6.018107, 1.133790, -1.380678
2.663351, 1.840902, -0.449577, 0.970852
7.525304, 4.330144, 0.809452, 0.722294
10.043772, -10.829578, 0.342299, 0.682609
-3.120013, -9.698143, -2.003882, 0.616056
-0.769440, 2.868073, 1.188906, -1.362766
10.318370, 4.042608, 0.115974, -1.072026
-5.467032, 12.709463, -1.804678, 0.184111
-12.625072, 1.603369, -0.307841, 0.236804
7.106853, -6.588480, 0.240294, 1.720222
-4.011734, -12.538863, -0.955078, 0.158344
-12.461230, -9.790361, 0.340869, 0.797459
-3.979183, -3.767075, -0.769544, -1.393467
-9.898448, 2.213619, 0.840674, -0.263994
12.323209, -0.731863, -0.951959, -1.455985
1.494240, -7.703061, -0.303279, -2.600797
-10.532728, -6.686122, 0.082200, 0.255222
10.137024, -8.667734, -0.096803, -0.026261
-3.696744, 9.526201, 1.148127, -0.923680
-4.910484, -0.547008, 0.174656, 0.655910
11.890786, -5.527316, 0.196467, 0.974778
-5.295212, -4.731001, 0.537638, 0.605432
-11.779181, 7.436619, 0.072714, -0.319061
-8.672161, -4.438883, 0.802626, 0.207476
-0.779448, 10.056345, 0.684671, 1.500443
6.989221, 7.085783, -0.077148, 0.467218
4.622694, -6.464326, 0.093471, 0.493907
-0.953593, -5.565599, -0.935285, 0.382484
13.977474, -4.032537, -0.652156, -0.266968
9.203029, -4.180802, 1.753539, 0.276338
12.426568, -4.844501, -0.639957, -0.943453
-12.455174, -0.830565, 0.411703, -1.618054
4.527328, 2.565625, 0.853700, 2.267862
3.662925, -1.701778, -1.908930, 0.419800
-5.863124, 8.544209, -0.350933, 0.202178
9.397594, -10.529929, 1.526211, 0.731381
4.346905, -7.034144, -0.090537, -1.927524
-13.933403, 11.220367, 0.144418, 0.338943
-10.260713, 13.072713, -1.376826, -1.052148
0.303226, 11.214687, 0.180011, 0.738741
1.933436, -12.189802, 0.820394, 0.843560
8.136441, -10.585094, -0.527772, 0.344589
5.199245, 5.364887, -0.265178, -0.338199
-3.283114, -10.936114, 0.146299, -0.864393
4.525648, -4.304663, 0.276944, 1.293588
14.097030, -11.720025, 0.795223, 1.214879
-1.181939, 6.513253, 0.272771, -0.538126
12.122031, 11.624756, -0.777963, -1.196214
10.106757, -5.039712, -0.675179, -1.721259
-13.024906, 9.115151, 0.259148, -0.814067
-0.909401, -14.094728, 1.333364, 0.587568
-11.875726, 2.309271, -0.599228, -0.371647
13.706923, -1.133199, -2.138143, 0.704939
6.216560, -11.354649, 0.062899, -0.957962
-6.477677, 9.188359, 0.191473, -0.858044
5.978516, 6.919279, -0.451624, -0.676666
2.618758, -8.855310, 0.071615, -0.061521
-8.190761, -0.070765, -0.446134, 0.355376
-11.853937, 12.877673, -0.710998, 0.752894
13.879688, -13.276773, -0.339541, 0.171317
13.861346, 0.632459, -0.815009, 0.254056
-8.310209, 12.545396, 0.058316, -1.431964
0.818532, 9.060701, 1.957274, 0.608072
10.987373, -12.510393, 0.241707, -0.451339
-4.690111, 11.833242, -0.050150, -0.577071
9.823124, -0.331875, -0.322036, 1.006828
-7.890770, -1.535898, 0.286572, 0.026464
-6.497521, -13.792655, 1.070673, 1.456384
8.756805, 9.928342, 1.098366, 0.078672
-10.381796, 2.594164, -0.665699, 0.977645
3.155393, -5.442054, -0.075868, -0.694624
10.292864, 10.373946, 0.317229, 0.515770
2.414473, -11.156267, -0.287886, 0.340539
-3.587267, -6.438041, 0.029922, 1.192829
0.369023, 10.617077, 0.200240, -0.219798
1.904469, 2.188246, -0.980278, -0.136713
6.655093, 2.342857, 0.699160, -1.254626
4.019754, 4.042710, -0.254257, -0.133196
-6.390320, 3.666319, 0.711042, 0.020164
-5.363602, -6.171508, -0.517689, 0.551297
