rx, ry, vx, vy
1.937739, -2.283066, 0.484435, -0.570766
5.066267, 1.965979, -0.393050, 0.880308
-10.163252, -6.237359, -0.213067, -0.010039
-1.429912, -3.510720, -1.053420, 1.767224
11.816327, 2.589291, -0.463887, 0.569877
-0.678140, -16.746782, 0.075884, -2.581520
-7.636918, -3.964929, 0.285721, 0.106292
-7.028109, 17.521656, -0.027869, 1.130478
-15.754424, 2.796129, -1.103665, -0.840286
-9.074587, 6.574153, -1.456334, -0.456375
1.695123, 6.369010, 0.319196, -0.279442
-6.669277, 2.779060, 1.720703, 0.522680
13.408106, -12.919986, 0.169425, 0.129684
20.975653, 6.403239, 1.791051, 0.299503
6.064232, -6.156992, 1.179981, 0.231096
16.876361, -14.493302, 3.353312, -0.259724
3.306513, -6.266817, 0.460484, -1.366404
-8.352995, 8.895279, -0.095413, 1.149402
-13.154406, -6.570766, 0.064786, -0.499756
-6.873001, -5.808673, -0.251544, -0.145409
8.345810, 13.477841, -0.984844, 0.196404
6.355635, 5.547883, 0.410922, 0.204389
-17.637505, 16.811061, -1.687178, 1.308539
-8.175882, -11.195082, -1.021046, -0.750684
1.532540, -12.950800, -0.201936, -1.252206
-10.895955, 13.396057, 0.362647, 0.582130
-0.142980, 3.356487, -0.935130, -1.082273
-4.552293, 13.944351, 0.392317, 0.742641
7.623307, -6.402401, -0.355249, 0.279886
-16.456921, 19.840849, -0.592172, 1.759502
7.267645, -0.444955, 0.234073, 1.025104
4.068855, -12.423700, -0.586717, -0.593447
-3.834494, -5.003840, 0.467518, -1.435773
19.117133, 0.001100, 1.322090, 1.260755
-6.036147, 6.770906, -0.131355, -0.852157
12.119064, -12.110519, -0.340836, -0.749590
2.542604, 3.080350, -1.405964, 1.049663
13.623785, 0.949434, 1.362073, -0.998338
-0.301781, -6.192465, -1.020264, -1.500621
-6.319219, 11.269844, -0.135681, 1.029252
-11.668159, 8.953331, -0.292480, 0.223260
12.468397, -8.070832, -0.013522, -0.130650
-8.273953, 2.950642, -0.203280, 0.486821
-3.190457, 11.864247, -0.211453, 0.027866
-13.645193, 4.921056, 0.083542, -0.184623
-3.286765, 0.443217, 0.359264, -0.217726
5.784366, 9.527318, 0.251228, 0.103431
8.925665, -9.589423, 0.246641, 0.078439
-1.320392, -4.231230, -0.094469, -0.215641
-6.777752, 2.933148, -0.329577, 0.034922
-4.922445, -8.534032, 0.398562, 0.042524
1.663015, 3.826167, 0.054047, -0.471135
-6.440140, -6.929857, -0.032561, 0.113900
-12.048936, -5.104796, -0.286140, 0.184094
12.287465, -11.280003, 0.010962, -0.164661
-3.179837, -10.713979, 0.426492, -0.223493
5.317191, -3.537267, -0.426733, -0.038525
2.323585, -3.687537, 0.134634, -0.043496
0.239126, -8.768772, 0.172661, 0.055095
-11.183966, 4.362416, -0.080237, 0.316451
-4.456743, -13.690763, -0.152593, -0.239726
2.795796, -12.140398, 0.343259, 0.475587
8.730373, -4.103752, -0.292442, 0.541441
-1.227889, -3.431580, 0.163185, -0.113437
-0.262162, 3.236443, -0.073898, 0.049468
-8.513254, -2.627446, 0.251275, 0.201806
4.692040, -15.119586, 0.134485, -0.620993
-13.841159, 8.606365, -0.010691, -0.165364
-8.246053, 3.442233, 0.262684, -0.153270
-12.249773, 4.672334, 0.067118, 0.269822
10.795349, 6.210023, 0.278549, -0.011902
-4.039995, -2.669692, -0.331456, -0.454769
0.693430, 12.554994, -0.259680, 0.111575
7.783439, 0.558458, -0.163456, -0.321202
3.697020, 1.570078, -0.081959, 0.174836
-12.501429, 13.879451, -0.260612, 0.104327
7.770652, 7.443343, -0.205267, -0.063027
6.056692, 8.950477, -0.010834, -0.045380
-2.759713, -1.947655, 0.058085, 0.348878
-3.521405, -11.223542, 0.116671, -0.065522
