Ra, Rb
1.565184, 0.197812
1.566571, 0.197900
1.567959, 0.197987
1.569346, 0.198075
1.570734, 0.198162
1.572122, 0.198250
1.573509, 0.198337
1.574897, 0.198425
1.576284, 0.198512
1.577672, 0.198600
1.579059, 0.198687
1.580447, 0.198774
1.581835, 0.198861
1.583222, 0.198949
1.584610, 0.199036
1.585997, 0.199123
1.587385, 0.199210
1.588772, 0.199297
1.590160, 0.199384
1.591548, 0.199471
1.592935, 0.199558
1.594323, 0.199645
1.595710, 0.199732
1.597098, 0.199819
1.598486, 0.199905
1.599873, 0.199992
1.601261, 0.200079
1.602648, 0.200165
1.604036, 0.200252
1.605423, 0.200339
1.606811, 0.200425
1.608199, 0.200512
1.609586, 0.200598
1.610974, 0.200685
1.612361, 0.200771
1.613749, 0.200857
1.615136, 0.200944
1.616524, 0.201030
1.617912, 0.201116
1.619299, 0.201203
1.620687, 0.201289
1.622074, 0.201375
1.623462, 0.201461
1.624849, 0.201547
1.626237, 0.201633
1.627625, 0.201719
1.629012, 0.201805
1.630400, 0.201891
1.631787, 0.201977
1.633175, 0.202063
1.634562, 0.202149
1.635950, 0.202234
1.637338, 0.202320
1.638725, 0.202406
1.640113, 0.202492
1.641500, 0.202577
1.642888, 0.202663
1.644275, 0.202748
1.645663, 0.202834
1.647051, 0.202919
1.648438, 0.203005
1.649826, 0.203090
1.651213, 0.203176
1.652601, 0.203261
1.653988, 0.203346
1.655376, 0.203432
1.656764, 0.203517
1.658151, 0.203602
1.659539, 0.203687
1.660926, 0.203772
1.662314, 0.203857
1.663701, 0.203942
1.665089, 0.204028
1.666477, 0.204113
1.667864, 0.204197
1.669252, 0.204282
1.670639, 0.204367
1.672027, 0.204452
1.673415, 0.204537
1.674802, 0.204622
1.676190, 0.204706
1.677577, 0.204791
1.678965, 0.204876
1.680352, 0.204961
1.681740, 0.205045
1.683128, 0.205130
1.684515, 0.205214
1.685903, 0.205299
1.687290, 0.205383
1.688678, 0.205468
1.690065, 0.205552
1.691453, 0.205636
1.692841, 0.205721
1.694228, 0.205805
1.695616, 0.205889
1.697003, 0.205973
1.698391, 0.206058
1.699778, 0.206142
1.701166, 0.206226
