rx, ry, vx, vy
0.484435, -0.570766, 0.484435, -0.570766
6.245417, -0.674945, -0.393050, 0.880308
-9.524052, -6.207242, -0.213067, -0.010039
1.730349, -8.812391, -1.053420, 1.767224
13.207989, 0.879661, -0.463887, 0.569877
-0.905793, -9.002223, 0.075884, -2.581520
-8.494081, -4.283804, 0.285721, 0.106292
-6.944501, 14.130222, -0.027869, 1.130478
-12.443429, 5.316985, -1.103665, -0.840286
-4.705586, 7.943278, -1.456334, -0.456375
0.737533, 7.207334, 0.319196, -0.279442
-11.831387, 1.211020, 1.720703, 0.522680
12.899832, -13.309039, 0.169425, 0.129684
15.602500, 5.504728, 1.791051, 0.299503
2.524288, -6.850280, 1.179981, 0.231096
6.816425, -13.714129, 3.353312, -0.259724
1.925060, -2.167604, 0.460484, -1.366404
-8.066756, 5.447073, -0.095413, 1.149402
-13.348764, -5.071499, 0.064786, -0.499756
-6.118369, -5.372447, -0.251544, -0.145409
11.300341, 12.888628, -0.984844, 0.196404
5.122868, 4.934716, 0.410922, 0.204389
-12.575972, 12.885443, -1.687178, 1.308539
-5.112743, -8.943031, -1.021046, -0.750684
2.138348, -9.194184, -0.201936, -1.252206
-11.983896, 11.649668, 0.362647, 0.582130
2.662410, 6.603307, -0.935130, -1.082273
-5.729243, 11.716428, 0.392317, 0.742641
8.689053, -7.242058, -0.355249, 0.279886
-14.680406, 14.562344, -0.592172, 1.759502
6.565425, -3.520267, 0.234073, 1.025104
5.829006, -10.643359, -0.586717, -0.593447
-5.237048, -0.696521, 0.467518, -1.435773
15.150864, -3.781165, 1.322090, 1.260755
-5.642083, 9.327377, -0.131355, -0.852157
13.141570, -9.861750, -0.340836, -0.749590
6.760495, -0.068639, -1.405964, 1.049663
9.537565, 3.944447, 1.362073, -0.998338
2.759010, -1.690600, -1.020264, -1.500621
-5.912175, 8.182088, -0.135681, 1.029252
-10.790718, 8.283552, -0.292480, 0.223260
12.508965, -7.678881, -0.013522, -0.130650
-7.664112, 1.490180, -0.203280, 0.486821
-2.556097, 11.780648, -0.211453, 0.027866
-13.895818, 5.474924, 0.083542, -0.184623
-4.364557, 1.096394, 0.359264, -0.217726
5.030682, 9.217025, 0.251228, 0.103431
8.185742, -9.824741, 0.246641, 0.078439
-1.036984, -3.584306, -0.094469, -0.215641
-5.789022, 2.828383, -0.329577, 0.034922
-6.118130, -8.661603, 0.398562, 0.042524
1.500873, 5.239573, 0.054047, -0.471135
-6.342456, -7.271558, -0.032561, 0.113900
-11.190518, -5.657078, -0.286140, 0.184094
12.254580, -10.786020, 0.010962, -0.164661
-4.459312, -10.043499, 0.426492, -0.223493
6.597382, -3.421691, -0.426730, -0.038525
1.919690, -3.557050, 0.134632, -0.043496
-0.278856, -8.934056, 0.172661, 0.055095
-10.943255, 3.413064, -0.080237, 0.316451
-3.998964, -12.971585, -0.152593, -0.239726
1.766018, -13.567159, 0.343259, 0.475587
9.607699, -5.728074, -0.292442, 0.541441
-1.717444, -3.091268, 0.163185, -0.113437
-0.040466, 3.088041, -0.073898, 0.049468
-9.267077, -3.232865, 0.251275, 0.201806
4.288586, -13.256608, 0.134485, -0.620993
-13.809085, 9.102456, -0.010691, -0.165364
-9.034106, 3.902043, 0.262684, -0.153270
-12.451127, 3.862866, 0.067118, 0.269822
9.959702, 6.245729, 0.278549, -0.011902
-3.045626, -1.305387, -0.331456, -0.454769
1.472470, 12.220271, -0.259680, 0.111575
8.273805, 1.522065, -0.163456, -0.321202
3.942898, 1.045570, -0.081959, 0.174836
-11.719594, 13.566470, -0.260612, 0.104327
8.377460, 7.639607, -0.200144, -0.066946
6.098188, 9.079435, -0.015958, -0.041462
-2.933967, -2.994290, 0.058085, 0.348878
-3.871418, -11.026975, 0.116671, -0.065522
